anum,n_terms,found,class,order,degree,L_H,n_singular,error
A028710,81,False,genuine_spurious,,,,,
A028712,64,False,genuine_spurious,,,,,
A028713,61,False,genuine_spurious,,,,,
A028714,81,False,genuine_spurious,,,,,
A028716,68,False,genuine_spurious,,,,,
A028717,64,False,genuine_spurious,,,,,
A028718,81,False,genuine_spurious,,,,,
A028720,70,False,genuine_spurious,,,,,
A028721,67,False,genuine_spurious,,,,,
A028794,50,False,genuine_spurious,,,,,
A028819,50,False,genuine_spurious,,,,,
A028823,67,False,genuine_spurious,,,,,
A028833,102,False,genuine_spurious,,,,,
A028834,68,False,genuine_spurious,,,,,
A028846,64,False,genuine_spurious,,,,,
A028889,69,False,genuine_spurious,,,,,
A028948,43,False,genuine_spurious,,,,,
A028950,34,False,undetermined,,,,,
A028970,64,False,genuine_spurious,,,,,
A028971,86,False,genuine_spurious,,,,,
A029027,54,False,genuine_spurious,,,,,
A029028,54,False,genuine_spurious,,,,,
A029029,62,False,genuine_spurious,,,,,
A029030,54,False,genuine_spurious,,,,,
A029031,55,False,genuine_spurious,,,,,
A029047,62,False,genuine_spurious,,,,,
A029048,54,False,genuine_spurious,,,,,
A029051,55,False,genuine_spurious,,,,,
A029054,55,False,genuine_spurious,,,,,
A029056,55,False,genuine_spurious,,,,,
A029058,63,False,genuine_spurious,,,,,
A029062,57,False,genuine_spurious,,,,,
A029075,56,False,genuine_spurious,,,,,
A029079,57,False,genuine_spurious,,,,,
A029098,58,False,genuine_spurious,,,,,
A029106,57,False,genuine_spurious,,,,,
A029107,58,False,genuine_spurious,,,,,
A029108,58,False,genuine_spurious,,,,,
A029109,59,False,genuine_spurious,,,,,
A029110,60,False,genuine_spurious,,,,,
A029111,58,False,genuine_spurious,,,,,
A029112,60,False,genuine_spurious,,,,,
A029113,67,False,genuine_spurious,,,,,
A029114,61,False,genuine_spurious,,,,,
A029115,61,False,genuine_spurious,,,,,
A029116,62,False,genuine_spurious,,,,,
A029117,59,False,genuine_spurious,,,,,
A029118,60,False,genuine_spurious,,,,,
A029119,61,False,genuine_spurious,,,,,
A029120,69,False,genuine_spurious,,,,,
A029121,61,False,genuine_spurious,,,,,
A029122,61,False,genuine_spurious,,,,,
A029123,70,False,genuine_spurious,,,,,
A029124,61,False,genuine_spurious,,,,,
A029125,62,False,genuine_spurious,,,,,
A029126,62,False,genuine_spurious,,,,,
A029127,61,False,genuine_spurious,,,,,
A029128,62,False,genuine_spurious,,,,,
A029129,62,False,genuine_spurious,,,,,
A029130,62,False,genuine_spurious,,,,,
A029131,62,False,genuine_spurious,,,,,
A029132,62,False,genuine_spurious,,,,,
A029133,62,False,genuine_spurious,,,,,
A029134,62,False,genuine_spurious,,,,,
A029135,62,False,genuine_spurious,,,,,
A029158,67,False,genuine_spurious,,,,,
A029167,62,False,genuine_spurious,,,,,
A029187,63,False,genuine_spurious,,,,,
A029226,63,False,genuine_spurious,,,,,
A029227,64,False,genuine_spurious,,,,,
A029228,64,False,genuine_spurious,,,,,
A029229,64,False,genuine_spurious,,,,,
A029230,64,False,genuine_spurious,,,,,
A029231,64,False,genuine_spurious,,,,,
A029232,74,False,genuine_spurious,,,,,
A029233,64,False,genuine_spurious,,,,,
A029234,73,False,genuine_spurious,,,,,
A029235,74,False,genuine_spurious,,,,,
A029236,73,False,genuine_spurious,,,,,
A029237,65,False,genuine_spurious,,,,,
A029238,65,False,genuine_spurious,,,,,
A029239,74,False,genuine_spurious,,,,,
A029240,74,False,genuine_spurious,,,,,
A029241,65,False,genuine_spurious,,,,,
A029242,66,False,genuine_spurious,,,,,
A029243,66,False,genuine_spurious,,,,,
A029244,67,False,genuine_spurious,,,,,
A029245,67,False,genuine_spurious,,,,,
A029249,62,False,genuine_spurious,,,,,
A029259,63,False,genuine_spurious,,,,,
A029278,71,False,genuine_spurious,,,,,
A029284,64,False,genuine_spurious,,,,,
A029313,67,False,genuine_spurious,,,,,
A029322,67,False,genuine_spurious,,,,,
A029323,76,False,genuine_spurious,,,,,
A029324,69,False,genuine_spurious,,,,,
A029325,69,False,genuine_spurious,,,,,
A029334,65,False,genuine_spurious,,,,,
A029366,68,False,genuine_spurious,,,,,
A029367,69,False,genuine_spurious,,,,,
A029413,76,False,genuine_spurious,,,,,
A029414,69,False,genuine_spurious,,,,,
A029415,69,False,genuine_spurious,,,,,
A029416,69,False,genuine_spurious,,,,,
A029417,69,False,genuine_spurious,,,,,
A029418,70,False,genuine_spurious,,,,,
A029419,71,False,genuine_spurious,,,,,
A029420,70,False,genuine_spurious,,,,,
A029421,72,False,genuine_spurious,,,,,
A029422,72,False,genuine_spurious,,,,,
A029423,70,False,genuine_spurious,,,,,
A029424,71,False,genuine_spurious,,,,,
A029425,72,False,genuine_spurious,,,,,
A029426,72,False,genuine_spurious,,,,,
A029427,73,False,genuine_spurious,,,,,
A029428,72,False,genuine_spurious,,,,,
A029429,73,False,genuine_spurious,,,,,
A029430,74,False,genuine_spurious,,,,,
A029431,74,False,genuine_spurious,,,,,
A029432,78,False,genuine_spurious,,,,,
A029433,71,False,genuine_spurious,,,,,
A029434,72,False,genuine_spurious,,,,,
A029435,72,False,genuine_spurious,,,,,
A029436,73,False,genuine_spurious,,,,,
A029437,73,False,genuine_spurious,,,,,
A029438,73,False,genuine_spurious,,,,,
A029439,73,False,genuine_spurious,,,,,
A029440,74,False,genuine_spurious,,,,,
A029441,75,False,genuine_spurious,,,,,
A029442,87,False,genuine_spurious,,,,,
A029443,74,False,genuine_spurious,,,,,
A029444,75,False,genuine_spurious,,,,,
A029445,76,False,genuine_spurious,,,,,
A029446,82,False,genuine_spurious,,,,,
A029691,102,False,genuine_spurious,,,,,
A029696,77,False,genuine_spurious,,,,,
A029724,48,False,genuine_spurious,,,,,
A029731,38,False,undetermined,,,,,
A029778,30,False,undetermined,,,,,
A029795,31,False,undetermined,,,,,
A029800,31,False,undetermined,,,,,
A029803,57,False,genuine_spurious,,,,,
A029804,36,False,undetermined,,,,,
A029911,83,False,genuine_spurious,,,,,
A029912,86,False,genuine_spurious,,,,,
A029923,61,False,genuine_spurious,,,,,
A029934,58,False,genuine_spurious,,,,,
A029937,63,False,genuine_spurious,,,,,
A029954,58,False,genuine_spurious,,,,,
A029955,57,False,genuine_spurious,,,,,
A029958,56,False,genuine_spurious,,,,,
A029959,56,False,genuine_spurious,,,,,
A029965,36,False,undetermined,,,,,
A029966,41,False,genuine_spurious,,,,,
A029967,34,False,undetermined,,,,,
A029968,37,False,undetermined,,,,,
A029969,32,False,undetermined,,,,,
A029970,36,False,undetermined,,,,,
A030011,55,False,genuine_spurious,,,,,
A030036,40,False,genuine_spurious,,,,,
A030066,81,False,genuine_spurious,,,,,
A030076,105,False,genuine_spurious,,,,,
A030106,72,False,genuine_spurious,,,,,
A030107,75,False,genuine_spurious,,,,,
A030108,77,False,genuine_spurious,,,,,
A030120,45,False,genuine_spurious,,,,,
A030121,59,False,genuine_spurious,,,,,
A030122,52,False,genuine_spurious,,,,,
A030132,87,False,genuine_spurious,,,,,
A030141,65,False,genuine_spurious,,,,,
A030147,53,False,genuine_spurious,,,,,
A030151,56,False,genuine_spurious,,,,,
A030153,47,False,genuine_spurious,,,,,
A030155,50,False,genuine_spurious,,,,,
A030193,49,False,genuine_spurious,,,,,
A030194,58,False,genuine_spurious,,,,,
A030214,81,False,genuine_spurious,,,,,
A030215,81,False,genuine_spurious,,,,,
A030217,81,False,genuine_spurious,,,,,
A030272,53,False,genuine_spurious,,,,,
A030283,49,False,genuine_spurious,,,,,
A030285,48,False,genuine_spurious,,,,,
A030287,51,False,genuine_spurious,,,,,
A030294,57,False,genuine_spurious,,,,,
A030295,32,False,undetermined,,,,,
A030346,91,False,genuine_spurious,,,,,
A030385,90,False,genuine_spurious,,,,,
A030398,90,False,genuine_spurious,,,,,
A030407,90,False,genuine_spurious,,,,,
A030409,87,False,genuine_spurious,,,,,
A030421,90,False,genuine_spurious,,,,,
A030422,90,False,genuine_spurious,,,,,
A030476,47,False,genuine_spurious,,,,,
A030477,65,False,genuine_spurious,,,,,
A030530,78,False,genuine_spurious,,,,,
A030547,98,False,genuine_spurious,,,,,
A030557,87,False,genuine_spurious,,,,,
A030559,88,False,genuine_spurious,,,,,
A030560,88,False,genuine_spurious,,,,,
A030561,88,False,genuine_spurious,,,,,
A030564,90,False,genuine_spurious,,,,,
A030565,90,False,genuine_spurious,,,,,
A030566,90,False,genuine_spurious,,,,,
A030575,87,False,genuine_spurious,,,,,
A030576,86,False,genuine_spurious,,,,,
A030577,86,False,genuine_spurious,,,,,
A030579,88,False,genuine_spurious,,,,,
A030580,88,False,genuine_spurious,,,,,
A030582,89,False,genuine_spurious,,,,,
A030583,90,False,genuine_spurious,,,,,
A030584,90,False,genuine_spurious,,,,,
A030585,90,False,genuine_spurious,,,,,
A030589,47,False,genuine_spurious,,,,,
A030613,90,False,genuine_spurious,,,,,
A030615,90,False,genuine_spurious,,,,,
A030639,33,False,undetermined,,,,,
A030721,56,False,genuine_spurious,,,,,
A030738,82,False,genuine_spurious,,,,,
A030791,60,False,genuine_spurious,,,,,
A030998,91,False,genuine_spurious,,,,,
A031006,64,False,genuine_spurious,,,,,
A031007,91,False,genuine_spurious,,,,,
A031035,90,False,genuine_spurious,,,,,
A031036,54,False,genuine_spurious,,,,,
A031043,47,False,genuine_spurious,,,,,
A031044,65,False,genuine_spurious,,,,,
A031045,91,False,genuine_spurious,,,,,
A031046,48,False,genuine_spurious,,,,,
A031054,65,False,genuine_spurious,,,,,
A031055,90,False,genuine_spurious,,,,,
A031064,46,False,genuine_spurious,,,,,
A031065,49,False,genuine_spurious,,,,,
A031076,90,False,genuine_spurious,,,,,
A031077,47,False,genuine_spurious,,,,,
A031085,47,False,genuine_spurious,,,,,
A031086,65,False,genuine_spurious,,,,,
A031087,91,False,genuine_spurious,,,,,
A031088,48,False,genuine_spurious,,,,,
A031097,65,False,genuine_spurious,,,,,
A031098,90,False,genuine_spurious,,,,,
A031099,64,False,genuine_spurious,,,,,
A031182,100,False,genuine_spurious,,,,,
A031185,69,False,genuine_spurious,,,,,
A031214,98,False,genuine_spurious,,,,,
A031229,87,False,genuine_spurious,,,,,
A031230,87,False,genuine_spurious,,,,,
A031233,90,False,genuine_spurious,,,,,
A031234,90,False,genuine_spurious,,,,,
A031246,87,False,genuine_spurious,,,,,
A031249,90,False,genuine_spurious,,,,,
A031250,90,False,genuine_spurious,,,,,
A031260,79,False,genuine_spurious,,,,,
A031261,90,False,genuine_spurious,,,,,
A031262,90,False,genuine_spurious,,,,,
A031263,87,False,genuine_spurious,,,,,
A031268,90,False,genuine_spurious,,,,,
A031278,90,False,genuine_spurious,,,,,
A031286,99,False,genuine_spurious,,,,,
A031287,48,False,genuine_spurious,,,,,
A031296,47,False,genuine_spurious,,,,,
A031297,64,False,genuine_spurious,,,,,
A031308,47,False,genuine_spurious,,,,,
A031309,64,False,genuine_spurious,,,,,
A031310,90,False,genuine_spurious,,,,,
A031311,60,False,genuine_spurious,,,,,
A031322,49,False,genuine_spurious,,,,,
A031323,60,False,genuine_spurious,,,,,
A031324,92,False,genuine_spurious,,,,,
A031347,87,False,genuine_spurious,,,,,
A031358,106,False,genuine_spurious,,,,,
A031432,39,False,undetermined,,,,,
A031433,36,False,undetermined,,,,,
A031434,37,False,undetermined,,,,,
A031465,39,False,undetermined,,,,,
A031468,46,False,genuine_spurious,,,,,
A031470,63,False,genuine_spurious,,,,,
A031476,39,False,undetermined,,,,,
A031477,65,False,genuine_spurious,,,,,
A031490,50,False,genuine_spurious,,,,,
A031491,37,False,undetermined,,,,,
A031492,66,False,genuine_spurious,,,,,
A031493,50,False,genuine_spurious,,,,,
A031494,47,False,genuine_spurious,,,,,
A031495,50,False,genuine_spurious,,,,,
A031496,42,False,genuine_spurious,,,,,
A031497,47,False,genuine_spurious,,,,,
A031498,38,False,undetermined,,,,,
A031499,50,False,genuine_spurious,,,,,
A031500,42,False,genuine_spurious,,,,,
A031689,36,False,undetermined,,,,,
A031690,39,False,undetermined,,,,,
A031691,35,False,undetermined,,,,,
A031693,34,False,undetermined,,,,,
A031695,34,False,undetermined,,,,,
A031697,33,False,undetermined,,,,,
A031698,37,True,truncation_artifact,6.0,1.0,594.0,1.0,
A031699,32,False,undetermined,,,,,
A031700,35,True,truncation_artifact,6.0,1.0,584.0,1.0,
A031701,32,False,undetermined,,,,,
A031702,35,True,truncation_artifact,6.0,1.0,634.0,1.0,
A031703,32,False,undetermined,,,,,
A031943,63,False,genuine_spurious,,,,,
A031950,60,False,genuine_spurious,,,,,
A031951,59,False,genuine_spurious,,,,,
A031953,65,False,genuine_spurious,,,,,
A031954,78,False,genuine_spurious,,,,,
A031961,47,False,genuine_spurious,,,,,
A031962,52,False,genuine_spurious,,,,,
A031969,43,False,genuine_spurious,,,,,
A031992,61,False,genuine_spurious,,,,,
A031993,62,False,genuine_spurious,,,,,
A031994,34,False,undetermined,,,,,
A032089,42,False,genuine_spurious,,,,,
A032277,41,False,genuine_spurious,,,,,
A032342,44,False,genuine_spurious,,,,,
A032344,34,False,undetermined,,,,,
A032345,62,False,genuine_spurious,,,,,
A032542,87,False,genuine_spurious,,,,,
A032543,48,False,genuine_spurious,,,,,
A032544,71,False,genuine_spurious,,,,,
A032551,37,False,undetermined,,,,,
A032555,35,False,undetermined,,,,,
A032559,31,False,undetermined,,,,,
A032561,36,False,undetermined,,,,,
A032562,76,False,genuine_spurious,,,,,
A032563,43,False,genuine_spurious,,,,,
A032565,37,False,undetermined,,,,,
A032566,60,False,genuine_spurious,,,,,
A032567,41,False,genuine_spurious,,,,,
A032568,78,False,genuine_spurious,,,,,
A032569,39,False,undetermined,,,,,
A032570,65,False,genuine_spurious,,,,,
A032571,49,False,genuine_spurious,,,,,
A032572,78,False,genuine_spurious,,,,,
A032573,42,False,genuine_spurious,,,,,
A032574,70,False,genuine_spurious,,,,,
A032575,41,False,genuine_spurious,,,,,
A032576,67,False,genuine_spurious,,,,,
A032577,42,False,genuine_spurious,,,,,
A032578,57,False,genuine_spurious,,,,,
A032579,37,False,undetermined,,,,,
A032580,59,False,genuine_spurious,,,,,
A032581,46,False,genuine_spurious,,,,,
A032582,66,False,genuine_spurious,,,,,
A032583,65,False,genuine_spurious,,,,,
A032634,75,False,genuine_spurious,,,,,
A032762,74,False,genuine_spurious,,,,,
A032846,57,False,genuine_spurious,,,,,
A032847,57,False,genuine_spurious,,,,,
A032848,59,False,genuine_spurious,,,,,
A032855,60,False,genuine_spurious,,,,,
A032856,59,False,genuine_spurious,,,,,
A032857,61,False,genuine_spurious,,,,,
A032861,56,False,genuine_spurious,,,,,
A032862,57,False,genuine_spurious,,,,,
A032863,59,False,genuine_spurious,,,,,
A032864,62,False,genuine_spurious,,,,,
A032865,62,False,genuine_spurious,,,,,
A032869,60,False,genuine_spurious,,,,,
A032870,60,False,genuine_spurious,,,,,
A032871,62,False,genuine_spurious,,,,,
A032872,63,False,genuine_spurious,,,,,
A032873,75,False,genuine_spurious,,,,,
A032879,56,False,genuine_spurious,,,,,
A032880,59,False,genuine_spurious,,,,,
A032881,59,False,genuine_spurious,,,,,
A032886,59,False,genuine_spurious,,,,,
A032887,59,False,genuine_spurious,,,,,
A032888,59,False,genuine_spurious,,,,,
A032889,61,False,genuine_spurious,,,,,
A032896,60,False,genuine_spurious,,,,,
A032897,63,False,genuine_spurious,,,,,
A032898,61,False,genuine_spurious,,,,,
A032903,62,False,genuine_spurious,,,,,
A032904,69,False,genuine_spurious,,,,,
A032905,61,False,genuine_spurious,,,,,
A032906,61,False,genuine_spurious,,,,,
A032907,66,False,genuine_spurious,,,,,
A032942,52,False,genuine_spurious,,,,,
A032959,62,False,genuine_spurious,,,,,
A032961,62,False,genuine_spurious,,,,,
A032963,62,False,genuine_spurious,,,,,
A032968,61,False,genuine_spurious,,,,,
A032969,56,False,genuine_spurious,,,,,
A032972,62,False,genuine_spurious,,,,,
A032973,63,False,genuine_spurious,,,,,
A032976,58,False,genuine_spurious,,,,,
A032977,57,False,genuine_spurious,,,,,
A032985,56,False,genuine_spurious,,,,,
A032987,62,False,genuine_spurious,,,,,
A032990,53,False,genuine_spurious,,,,,
A032991,56,False,genuine_spurious,,,,,
A032992,59,False,genuine_spurious,,,,,
A032993,59,False,genuine_spurious,,,,,
A032994,61,False,genuine_spurious,,,,,
A032996,51,False,genuine_spurious,,,,,
A032997,54,False,genuine_spurious,,,,,
A032998,56,False,genuine_spurious,,,,,
A032999,57,False,genuine_spurious,,,,,
A033000,58,False,genuine_spurious,,,,,
A033006,41,False,genuine_spurious,,,,,
A033007,41,False,genuine_spurious,,,,,
A033008,40,False,genuine_spurious,,,,,
A033009,40,False,genuine_spurious,,,,,
A033010,46,False,genuine_spurious,,,,,
A033011,40,False,genuine_spurious,,,,,
A033012,40,False,genuine_spurious,,,,,
A033013,40,False,genuine_spurious,,,,,
A033021,43,False,genuine_spurious,,,,,
A033022,44,False,genuine_spurious,,,,,
A033023,42,False,genuine_spurious,,,,,
A033037,54,False,genuine_spurious,,,,,
A033039,54,False,genuine_spurious,,,,,
A033040,54,False,genuine_spurious,,,,,
A033057,60,False,genuine_spurious,,,,,
A033058,59,False,genuine_spurious,,,,,
A033062,60,False,genuine_spurious,,,,,
A033064,61,False,genuine_spurious,,,,,
A033066,65,False,genuine_spurious,,,,,
A033072,52,False,genuine_spurious,,,,,
A033073,53,False,genuine_spurious,,,,,
A033074,54,False,genuine_spurious,,,,,
A033075,54,False,genuine_spurious,,,,,
A033079,53,False,genuine_spurious,,,,,
A033080,49,False,genuine_spurious,,,,,
A033081,51,False,genuine_spurious,,,,,
A033086,50,False,genuine_spurious,,,,,
A033087,55,False,genuine_spurious,,,,,
A033088,54,False,genuine_spurious,,,,,
A033099,80,False,genuine_spurious,,,,,
A033100,56,False,genuine_spurious,,,,,
A033101,88,False,genuine_spurious,,,,,
A033102,59,False,genuine_spurious,,,,,
A033103,89,False,genuine_spurious,,,,,
A033104,62,False,genuine_spurious,,,,,
A033107,90,False,genuine_spurious,,,,,
A033108,67,False,genuine_spurious,,,,,
A033109,90,False,genuine_spurious,,,,,
A033110,68,False,genuine_spurious,,,,,
A033111,90,False,genuine_spurious,,,,,
A033112,69,False,genuine_spurious,,,,,
A033271,80,False,genuine_spurious,,,,,
A033272,80,False,genuine_spurious,,,,,
A033283,48,False,genuine_spurious,,,,,
A033284,38,False,undetermined,,,,,
A033285,32,False,undetermined,,,,,
A033295,61,False,genuine_spurious,,,,,
A033307,104,False,genuine_spurious,,,,,
A033440,47,False,genuine_spurious,,,,,
A033441,55,False,genuine_spurious,,,,,
A033483,34,False,undetermined,,,,,
A033559,97,False,genuine_spurious,,,,,
A033597,57,False,genuine_spurious,,,,,
A033620,66,False,genuine_spurious,,,,,
A033621,41,False,genuine_spurious,,,,,
A033630,101,False,genuine_spurious,,,,,
A033637,68,False,genuine_spurious,,,,,
A033665,104,False,genuine_spurious,,,,,
A033684,122,False,genuine_spurious,,,,,
A033860,39,False,undetermined,,,,,
A033862,71,False,genuine_spurious,,,,,
A033865,81,False,genuine_spurious,,,,,
A033869,40,False,genuine_spurious,,,,,
A033892,53,False,genuine_spurious,,,,,
A033893,37,False,undetermined,,,,,
A033895,34,False,undetermined,,,,,
A033909,80,False,genuine_spurious,,,,,
A033922,86,False,genuine_spurious,,,,,
A033929,89,False,genuine_spurious,,,,,
A033930,87,False,genuine_spurious,,,,,
A033948,65,False,genuine_spurious,,,,,
A034045,55,False,genuine_spurious,,,,,
A034047,69,False,genuine_spurious,,,,,
A034067,48,False,genuine_spurious,,,,,
A034138,75,False,genuine_spurious,,,,,
A034151,81,False,genuine_spurious,,,,,
A034152,81,False,genuine_spurious,,,,,
A034153,79,False,genuine_spurious,,,,,
A034154,77,False,genuine_spurious,,,,,
A034155,76,False,genuine_spurious,,,,,
A034156,74,False,genuine_spurious,,,,,
A034157,73,False,genuine_spurious,,,,,
A034158,71,False,genuine_spurious,,,,,
A034159,70,False,genuine_spurious,,,,,
A034160,68,False,genuine_spurious,,,,,
A034161,67,False,genuine_spurious,,,,,
A034162,65,False,genuine_spurious,,,,,
A034163,64,False,genuine_spurious,,,,,
A034254,78,False,genuine_spurious,,,,,
A034258,79,False,genuine_spurious,,,,,
A034294,56,False,genuine_spurious,,,,,
A034298,68,False,genuine_spurious,,,,,
A034326,81,False,genuine_spurious,,,,,
A034327,67,False,genuine_spurious,,,,,
A034380,105,False,genuine_spurious,,,,,
A034389,52,False,genuine_spurious,,,,,
A034390,52,False,genuine_spurious,,,,,
A034392,52,False,genuine_spurious,,,,,
A034393,52,False,genuine_spurious,,,,,
A034395,52,False,genuine_spurious,,,,,
A034396,52,False,genuine_spurious,,,,,
A034397,51,False,genuine_spurious,,,,,
A034398,51,False,genuine_spurious,,,,,
A034399,52,False,genuine_spurious,,,,,
A034400,51,False,genuine_spurious,,,,,
A034401,52,False,genuine_spurious,,,,,
A034402,52,False,genuine_spurious,,,,,
A034403,50,False,genuine_spurious,,,,,
A034406,50,False,genuine_spurious,,,,,
A034407,50,False,genuine_spurious,,,,,
A034408,51,False,genuine_spurious,,,,,
A034409,52,False,genuine_spurious,,,,,
A034410,50,False,genuine_spurious,,,,,
A034411,50,False,genuine_spurious,,,,,
A034412,50,False,genuine_spurious,,,,,
A034413,51,False,genuine_spurious,,,,,
A034416,51,False,genuine_spurious,,,,,
A034417,51,False,genuine_spurious,,,,,
A034418,50,False,genuine_spurious,,,,,
A034419,50,False,genuine_spurious,,,,,
A034420,52,False,genuine_spurious,,,,,
A034421,50,False,genuine_spurious,,,,,
A034422,52,False,genuine_spurious,,,,,
A034424,51,False,genuine_spurious,,,,,
A034425,50,False,genuine_spurious,,,,,
A034426,50,False,genuine_spurious,,,,,
A034431,51,False,genuine_spurious,,,,,
A034434,50,False,genuine_spurious,,,,,
A034437,52,False,genuine_spurious,,,,,
A034438,52,False,genuine_spurious,,,,,
A034440,50,False,genuine_spurious,,,,,
A034445,51,False,genuine_spurious,,,,,
A034446,51,False,genuine_spurious,,,,,
A034449,52,False,genuine_spurious,,,,,
A034450,51,False,genuine_spurious,,,,,
A034451,51,False,genuine_spurious,,,,,
A034453,52,False,genuine_spurious,,,,,
A034455,50,False,genuine_spurious,,,,,
A034464,51,False,genuine_spurious,,,,,
A034467,52,False,genuine_spurious,,,,,
A034468,51,False,genuine_spurious,,,,,
A034499,51,False,genuine_spurious,,,,,
A034683,52,False,genuine_spurious,,,,,
A034704,57,False,genuine_spurious,,,,,
A034709,66,False,genuine_spurious,,,,,
A034710,44,False,genuine_spurious,,,,,
A034799,55,False,genuine_spurious,,,,,
A034838,59,False,genuine_spurious,,,,,
A034851,83,False,genuine_spurious,,,,,
A034853,55,False,genuine_spurious,,,,,
A034887,73,False,genuine_spurious,,,,,
A034894,63,False,genuine_spurious,,,,,
A034928,73,False,genuine_spurious,,,,,
A034948,99,False,genuine_spurious,,,,,
A034968,106,False,genuine_spurious,,,,,
A035033,54,False,genuine_spurious,,,,,
A035056,38,False,undetermined,,,,,
A035060,34,False,undetermined,,,,,
A035062,30,False,undetermined,,,,,
A035064,37,False,undetermined,,,,,
A035121,47,False,genuine_spurious,,,,,
A035137,45,False,genuine_spurious,,,,,
A035160,81,False,genuine_spurious,,,,,
A035212,81,False,genuine_spurious,,,,,
A035322,89,False,genuine_spurious,,,,,
A035333,47,False,genuine_spurious,,,,,
A035343,74,False,genuine_spurious,,,,,
A035377,82,False,genuine_spurious,,,,,
A035382,62,False,genuine_spurious,,,,,
A035390,66,False,genuine_spurious,,,,,
A035429,64,False,genuine_spurious,,,,,
A035430,67,False,genuine_spurious,,,,,
A035441,68,False,genuine_spurious,,,,,
A035442,79,False,genuine_spurious,,,,,
A035447,83,False,genuine_spurious,,,,,
A035451,66,False,genuine_spurious,,,,,
A035453,68,False,genuine_spurious,,,,,
A035457,80,False,genuine_spurious,,,,,
A035464,81,False,genuine_spurious,,,,,
A035522,36,False,undetermined,,,,,
A035523,34,False,undetermined,,,,,
A035547,53,False,genuine_spurious,,,,,
A035548,53,False,genuine_spurious,,,,,
A035562,53,False,genuine_spurious,,,,,
A035563,54,False,genuine_spurious,,,,,
A035564,54,False,genuine_spurious,,,,,
A035565,54,False,genuine_spurious,,,,,
A035570,54,False,genuine_spurious,,,,,
A035571,54,False,genuine_spurious,,,,,
A035579,60,False,genuine_spurious,,,,,
A035581,57,False,genuine_spurious,,,,,
A035582,62,False,genuine_spurious,,,,,
A035583,61,False,genuine_spurious,,,,,
A035584,61,False,genuine_spurious,,,,,
A035585,59,False,genuine_spurious,,,,,
A035586,58,False,genuine_spurious,,,,,
A035587,58,False,genuine_spurious,,,,,
A035588,61,False,genuine_spurious,,,,,
A035589,61,False,genuine_spurious,,,,,
A035590,61,False,genuine_spurious,,,,,
A035591,59,False,genuine_spurious,,,,,
A035622,71,False,genuine_spurious,,,,,
A035623,63,False,genuine_spurious,,,,,
